customer_id,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_segment
4106,235,3,1670.05,2,4,4,At Risk (Valuable)
4107,109,1,174.85,3,1,2,New / Promising
4108,302,1,81.5,2,1,1,Lost / Hibernating
4109,111,1,143.81,3,1,1,New / Promising
4110,13,3,1301.53,4,4,4,Champions
4113,320,2,378.57,2,3,3,At Risk (Valuable)
4116,576,1,108.56,1,1,1,Lost / Hibernating
4117,718,1,133.47,1,1,1,Lost / Hibernating
4118,572,1,104.48,1,1,1,Lost / Hibernating
4120,408,2,300.85,1,3,2,Regular
4122,123,3,544.95,3,4,3,Champions
4123,90,2,547.63,3,3,3,Champions
4125,449,1,177.02,1,1,2,Lost / Hibernating
4127,269,1,154.06,2,1,2,Lost / Hibernating
4128,430,2,107.48,1,3,1,Regular
4129,110,1,632.48,3,1,3,New / Promising
4131,395,1,33.7,1,1,1,Lost / Hibernating
4133,50,2,2016.28,4,3,4,Champions
4135,23,2,819.33,4,3,4,Champions
4136,562,2,579.85,1,3,3,At Risk (Valuable)
4137,347,2,280.22,2,3,2,Regular
4138,190,2,263.85,2,3,2,Regular
4139,479,1,83.02,1,1,1,Lost / Hibernating
4140,283,1,15.46,2,1,1,Lost / Hibernating
4141,109,1,275.49,3,1,2,New / Promising
4144,145,3,593.69,3,4,3,Champions
4145,473,1,79.28,1,1,1,Lost / Hibernating
4146,19,1,389.97,4,1,3,New / Promising
4147,5,5,179.36,4,4,2,Regular
4148,15,6,1406.1,4,4,4,Champions
4149,642,1,359.96,1,1,3,Lost / Hibernating
4150,563,1,970.04,1,1,4,Lost / Hibernating
4151,683,1,449.32,1,1,3,Lost / Hibernating
4153,130,2,224.26,3,3,2,Regular
4154,49,4,1411.39,4,4,4,Champions
4155,178,1,891.94,2,1,4,Lost / Hibernating
4156,50,2,312.86,4,3,2,Regular
4157,178,2,1212.11,2,3,4,At Risk (Valuable)
4158,79,2,145.26,3,3,1,Regular
4159,298,1,43.96,2,1,1,Lost / Hibernating
4160,389,2,1043.19,1,3,4,At Risk (Valuable)
4161,608,1,284.57,1,1,2,Lost / Hibernating
4163,634,1,337.17,1,1,3,Lost / Hibernating
4164,14,2,310.61,4,3,2,Regular
4165,168,2,1355.55,3,3,4,Champions
4166,466,2,118.48,1,3,1,Regular
4168,505,1,435.1,1,1,3,Lost / Hibernating
4170,30,5,890.31,4,4,4,Champions
4171,35,3,232.83,4,4,2,Regular
4172,696,1,84.81,1,1,1,Lost / Hibernating
4175,248,3,231.2,2,4,2,Regular
4176,6,8,2105.39,4,4,4,Champions
4177,415,3,680.87,1,4,3,At Risk (Valuable)
4179,106,6,1354.58,3,4,4,Champions
4181,8,1,184.38,4,1,2,New / Promising
4182,44,3,627.87,4,4,3,Champions
4183,450,1,141.34,1,1,1,Lost / Hibernating
4184,423,1,57.9,1,1,1,Lost / Hibernating
4186,5,1,331.87,4,1,2,New / Promising
4188,233,1,178.22,2,1,2,Lost / Hibernating
4189,600,1,174.02,1,1,2,Lost / Hibernating
4193,308,1,174.55,2,1,2,Lost / Hibernating
4194,18,1,20.02,4,1,1,New / Promising
4195,219,2,136.32,2,3,1,Regular
4198,34,2,239.44,4,3,2,Regular
4199,291,1,241.62,2,1,2,Lost / Hibernating
4200,451,1,63.03,1,1,1,Lost / Hibernating
4201,56,3,514.06,4,4,3,Champions
4202,523,1,181.51,1,1,2,Lost / Hibernating
4203,77,1,62.96,3,1,1,New / Promising
4204,448,1,316.47,1,1,2,Lost / Hibernating
4205,64,2,172.71,3,3,2,Regular
4206,173,1,75.12,3,1,1,New / Promising
4207,72,4,386.26,3,4,3,Champions
4208,164,1,763.32,3,1,4,New / Promising
4209,39,1,65.64,4,1,1,New / Promising
4210,99,2,605.95,3,3,3,Champions
4211,19,4,470.09,4,4,3,Champions
4212,60,1,67.4,3,1,1,New / Promising
4213,95,2,1047.16,3,3,4,Champions
4214,6,2,900.35,4,3,4,Champions
4215,88,1,155.92,3,1,2,New / Promising
4216,82,1,34.41,3,1,1,New / Promising
4219,425,2,1045.17,1,3,4,At Risk (Valuable)
4220,138,1,327.06,3,1,2,New / Promising
4222,532,1,304.45,1,1,2,Lost / Hibernating
4223,378,2,599.44,1,3,3,At Risk (Valuable)
4224,376,5,618.83,1,4,3,At Risk (Valuable)
4226,68,3,190.82,3,4,2,Regular
4228,404,1,57.9,1,1,1,Lost / Hibernating
4229,57,1,275.16,3,1,2,New / Promising
4230,19,2,526.08,4,3,3,Champions
4231,168,2,564.57,3,3,3,Champions
4234,8,2,695.73,4,3,4,Champions
4236,37,2,1174.03,4,3,4,Champions
4238,46,4,606.08,4,4,3,Champions
4239,2,2,322.16,4,3,2,Regular
4240,339,1,246.02,2,1,2,Lost / Hibernating
4241,458,1,1382.54,1,1,4,Lost / Hibernating
4242,476,1,315.46,1,1,2,Lost / Hibernating
4244,290,2,155.51,2,3,2,Regular
4246,1,2,113.98,4,3,1,Regular
4248,8,1,139.54,4,1,1,New / Promising
4249,268,2,376.13,2,3,3,At Risk (Valuable)
4250,4,5,1087.72,4,4,4,Champions
4251,249,1,412.48,2,1,3,Lost / Hibernating
4252,374,1,88.78,1,1,1,Lost / Hibernating
4253,213,2,821.62,2,3,4,At Risk (Valuable)
4254,51,4,837.15,4,4,4,Champions
4255,235,3,695.77,2,4,4,At Risk (Valuable)
4256,164,1,85.14,3,1,1,New / Promising
4260,26,3,263.06,4,4,2,Regular
4261,347,3,610.65,2,4,3,At Risk (Valuable)
4262,105,1,161.58,3,1,2,New / Promising
4264,680,1,90.79,1,1,1,Lost / Hibernating
4266,285,3,375.85,2,4,3,At Risk (Valuable)
4267,77,4,1859.66,3,4,4,Champions
4268,287,1,21.09,2,1,1,Lost / Hibernating
4269,65,1,278.75,3,1,2,New / Promising
4270,14,3,580.68,4,4,3,Champions
4271,14,3,1274.6,4,4,4,Champions
4272,333,1,32.56,2,1,1,Lost / Hibernating
4273,125,1,124.13,3,1,1,New / Promising
4274,546,1,25.41,1,1,1,Lost / Hibernating
4275,404,1,136.24,1,1,1,Lost / Hibernating
4277,128,2,118.0,3,3,1,Regular
4278,653,1,793.98,1,1,4,Lost / Hibernating
4280,42,3,1141.33,4,4,4,Champions
4282,50,2,651.82,4,3,3,Champions
4283,87,1,95.22,3,1,1,New / Promising
4284,176,3,178.48,2,4,2,Regular
4285,236,1,66.74,2,1,1,Lost / Hibernating
4286,20,3,550.99,4,4,3,Champions
4287,215,2,180.11,2,3,2,Regular
4288,387,2,112.56,1,3,1,Regular
4289,672,1,398.36,1,1,3,Lost / Hibernating
4294,180,1,380.66,2,1,3,Lost / Hibernating
4295,189,2,752.65,2,3,4,At Risk (Valuable)
4296,4,4,839.94,4,4,4,Champions
4299,415,3,394.66,1,4,3,At Risk (Valuable)
4300,106,1,68.03,3,1,1,New / Promising
4302,178,3,1625.48,2,4,4,At Risk (Valuable)
4303,73,2,536.83,3,3,3,Champions
4304,13,1,112.51,4,1,1,New / Promising
4305,168,2,240.43,3,3,2,Regular
4306,174,3,316.69,3,4,2,Regular
4307,21,7,1062.84,4,4,4,Champions
4308,27,2,1024.29,4,3,4,Champions
4309,151,2,174.09,3,3,2,Regular
4310,610,1,105.44,1,1,1,Lost / Hibernating
4311,253,1,479.78,2,1,3,Lost / Hibernating
4312,431,1,1255.56,1,1,4,Lost / Hibernating
4315,560,1,33.48,1,1,1,Lost / Hibernating
4316,53,1,12.2,4,1,1,New / Promising
4320,199,2,497.39,2,3,3,At Risk (Valuable)
4321,204,5,499.61,2,4,3,At Risk (Valuable)
4322,16,3,756.31,4,4,4,Champions
4325,33,4,1458.3,4,4,4,Champions
4328,424,2,534.83,1,3,3,At Risk (Valuable)
4329,188,1,60.63,2,1,1,Lost / Hibernating
4330,157,1,93.82,3,1,1,New / Promising
4331,517,1,131.16,1,1,1,Lost / Hibernating
4332,265,1,170.16,2,1,2,Lost / Hibernating
4333,68,4,922.36,3,4,4,Champions
4335,489,1,130.71,1,1,1,Lost / Hibernating
4338,314,1,83.57,2,1,1,Lost / Hibernating
4341,258,3,990.52,2,4,4,At Risk (Valuable)
4343,4,2,661.6,4,3,3,Champions
4344,236,1,695.56,2,1,4,Lost / Hibernating
4345,234,1,85.88,2,1,1,Lost / Hibernating
4346,394,2,345.84,1,3,3,At Risk (Valuable)
4347,121,5,2019.35,3,4,4,Champions
4348,97,2,646.66,3,3,3,Champions
4349,53,3,267.14,4,4,2,Regular
4350,206,1,583.69,2,1,3,Lost / Hibernating
4351,34,1,399.6,4,1,3,New / Promising
4353,270,2,433.34,2,3,3,At Risk (Valuable)
4354,130,1,172.55,3,1,2,New / Promising
4355,379,1,379.13,1,1,3,Lost / Hibernating
4356,66,1,80.8,3,1,1,New / Promising
4357,59,2,1519.02,3,3,4,Champions
4358,236,1,337.57,2,1,3,Lost / Hibernating
4359,431,1,149.94,1,1,2,Lost / Hibernating
4360,197,1,68.58,2,1,1,Lost / Hibernating
4361,647,1,95.7,1,1,1,Lost / Hibernating
4362,103,2,465.1,3,3,3,Champions
4364,135,2,630.27,3,3,3,Champions
4365,107,4,441.65,3,4,3,Champions
4366,222,2,392.48,2,3,3,At Risk (Valuable)
4367,263,1,281.33,2,1,2,Lost / Hibernating
4368,23,1,105.92,4,1,1,New / Promising
4369,73,2,744.29,3,3,4,Champions
4371,27,2,1165.11,4,3,4,Champions
4373,217,2,1639.44,2,3,4,At Risk (Valuable)
4374,115,2,356.38,3,3,3,Champions
4376,263,2,35.45,2,3,1,Regular
4377,348,1,103.3,2,1,1,Lost / Hibernating
4378,540,1,297.95,1,1,2,Lost / Hibernating
4381,186,4,1102.56,2,4,4,At Risk (Valuable)
4382,30,2,339.12,4,3,3,Champions
4383,49,2,949.38,4,3,4,Champions
4385,652,1,149.37,1,1,2,Lost / Hibernating
4388,223,2,448.08,2,3,3,At Risk (Valuable)
4390,629,1,54.76,1,1,1,Lost / Hibernating
4391,6,1,71.46,4,1,1,New / Promising
4392,207,1,14.8,2,1,1,Lost / Hibernating
4394,25,4,845.43,4,4,4,Champions
4395,147,2,201.78,3,3,2,Regular
4396,472,1,1355.73,1,1,4,Lost / Hibernating
4398,146,3,410.65,3,4,3,Champions
4399,191,1,181.9,2,1,2,Lost / Hibernating
4400,11,2,94.81,4,3,1,Regular
4401,384,1,115.07,1,1,1,Lost / Hibernating
4403,261,1,38.21,2,1,1,Lost / Hibernating
4404,48,4,1047.6,4,4,4,Champions
4405,607,1,56.77,1,1,1,Lost / Hibernating
4406,618,1,1120.29,1,1,4,Lost / Hibernating
4407,26,2,333.79,4,3,2,Regular
4408,4,2,619.96,4,3,3,Champions
4409,135,3,854.49,3,4,4,Champions
4410,38,6,685.32,4,4,4,Champions
4411,160,1,11.13,3,1,1,New / Promising
4413,207,3,690.85,2,4,4,At Risk (Valuable)
4414,494,1,117.59,1,1,1,Lost / Hibernating
4415,395,2,237.64,1,3,2,Regular
4416,606,1,189.12,1,1,2,Lost / Hibernating
4417,70,2,102.44,3,3,1,Regular
4418,376,1,119.98,1,1,1,Lost / Hibernating
4419,460,1,194.25,1,1,2,Lost / Hibernating
4420,92,1,49.91,3,1,1,New / Promising
4421,223,2,270.03,2,3,2,Regular
4422,300,1,26.65,2,1,1,Lost / Hibernating
4425,352,1,269.39,2,1,2,Lost / Hibernating
4427,104,2,890.97,3,3,4,Champions
4428,4,3,315.82,4,4,2,Regular
4429,20,3,323.06,4,4,2,Regular
4430,101,1,192.22,3,1,2,New / Promising
4431,216,1,756.24,2,1,4,Lost / Hibernating
4433,6,7,1510.82,4,4,4,Champions
4434,44,6,2013.04,4,4,4,Champions
4436,67,2,295.01,3,3,2,Regular
4438,666,1,294.42,1,1,2,Lost / Hibernating
4439,22,2,663.16,4,3,3,Champions
4442,370,1,249.95,2,1,2,Lost / Hibernating
4443,211,1,490.82,2,1,3,Lost / Hibernating
4446,635,2,384.83,1,3,3,At Risk (Valuable)
4447,271,2,251.55,2,3,2,Regular
4448,12,2,306.61,4,3,2,Regular
4449,154,3,290.12,3,4,2,Regular
4452,300,2,667.41,2,3,3,At Risk (Valuable)
4453,134,2,151.59,3,3,2,Regular
4454,289,1,56.94,2,1,1,Lost / Hibernating
4456,162,2,195.16,3,3,2,Regular
4457,9,1,71.78,4,1,1,New / Promising
4459,78,2,442.56,3,3,3,Champions
4460,350,1,18.18,2,1,1,Lost / Hibernating
4461,208,3,967.18,2,4,4,At Risk (Valuable)
4462,693,1,48.63,1,1,1,Lost / Hibernating
4463,181,1,470.41,2,1,3,Lost / Hibernating
4465,85,1,885.01,3,1,4,New / Promising
4466,1,2,725.19,4,3,4,Champions
4467,305,1,403.21,2,1,3,Lost / Hibernating
4468,349,3,335.97,2,4,3,At Risk (Valuable)
4470,180,2,385.27,2,3,3,At Risk (Valuable)
4471,13,16,2745.28,4,4,4,Champions
4472,159,1,164.18,3,1,2,New / Promising
4475,512,1,318.14,1,1,2,Lost / Hibernating
4478,213,2,553.66,2,3,3,At Risk (Valuable)
4479,48,1,256.61,4,1,2,New / Promising
4482,478,1,251.37,1,1,2,Lost / Hibernating
4483,501,1,227.08,1,1,2,Lost / Hibernating
4484,51,3,324.28,4,4,2,Regular
4485,16,1,35.75,4,1,1,New / Promising
4486,11,1,54.46,4,1,1,New / Promising
4487,157,1,131.99,3,1,1,New / Promising
4488,213,3,1252.37,2,4,4,At Risk (Valuable)
4490,346,2,118.41,2,3,1,Regular
4491,484,1,774.87,1,1,4,Lost / Hibernating
4492,386,1,59.13,1,1,1,Lost / Hibernating
4494,304,2,527.48,2,3,3,At Risk (Valuable)
4497,107,1,77.39,3,1,1,New / Promising
4499,411,1,290.66,1,1,2,Lost / Hibernating
4500,369,2,650.14,2,3,3,At Risk (Valuable)
4501,10,1,290.06,4,1,2,New / Promising
4502,722,1,131.07,1,1,1,Lost / Hibernating
4503,544,1,69.23,1,1,1,Lost / Hibernating
4505,587,1,1341.3,1,1,4,Lost / Hibernating
4506,213,2,116.5,2,3,1,Regular
4507,61,5,791.75,3,4,4,Champions
4508,195,1,103.14,2,1,1,Lost / Hibernating
4510,15,2,877.04,4,3,4,Champions
4511,116,2,744.09,3,3,4,Champions
4512,97,8,3098.4,3,4,4,Champions
4513,201,2,290.9,2,3,2,Regular
4514,438,1,1459.09,1,1,4,Lost / Hibernating
4515,186,1,70.54,2,1,1,Lost / Hibernating
4516,153,2,311.45,3,3,2,Regular
4517,696,1,72.54,1,1,1,Lost / Hibernating
4518,172,2,214.17,3,3,2,Regular
4521,72,3,1166.11,3,4,4,Champions
4522,230,1,132.38,2,1,1,Lost / Hibernating
4523,308,1,34.51,2,1,1,Lost / Hibernating
4524,18,2,133.79,4,3,1,Regular
4525,270,1,478.7,2,1,3,Lost / Hibernating
4526,293,3,179.54,2,4,2,Regular
4530,415,2,984.6,1,3,4,At Risk (Valuable)
4531,263,2,409.85,2,3,3,At Risk (Valuable)
4533,299,2,926.37,2,3,4,At Risk (Valuable)
4535,16,5,2174.21,4,4,4,Champions
4538,296,2,244.7,2,3,2,Regular
4541,15,2,169.62,4,3,2,Regular
4542,540,2,243.38,1,3,2,Regular
4543,235,1,798.47,2,1,4,Lost / Hibernating
4544,126,5,642.99,3,4,3,Champions
4545,35,2,1220.3,4,3,4,Champions
4547,711,1,86.07,1,1,1,Lost / Hibernating
4548,184,2,966.05,2,3,4,At Risk (Valuable)
4549,116,2,123.57,3,3,1,Regular
4550,18,2,363.52,4,3,3,Champions
4551,718,1,49.55,1,1,1,Lost / Hibernating
4552,17,4,1484.98,4,4,4,Champions
4553,50,5,954.0,4,4,4,Champions
4554,140,1,106.8,3,1,1,New / Promising
4555,49,2,50.3,4,3,1,Regular
4556,360,1,66.77,2,1,1,Lost / Hibernating
4558,518,1,17.14,1,1,1,Lost / Hibernating
4559,510,1,75.08,1,1,1,Lost / Hibernating
4560,460,1,253.7,1,1,2,Lost / Hibernating
4561,534,2,146.35,1,3,1,Regular
4562,460,1,265.59,1,1,2,Lost / Hibernating
4563,162,1,156.25,3,1,2,New / Promising
4566,57,4,1790.68,3,4,4,Champions
4567,430,2,151.34,1,3,2,Regular
4568,3,2,160.89,4,3,2,Regular
4569,546,1,129.49,1,1,1,Lost / Hibernating
4571,74,1,226.78,3,1,2,New / Promising
4572,263,3,1163.29,2,4,4,At Risk (Valuable)
4573,30,1,134.69,4,1,1,New / Promising
4574,136,2,464.49,3,3,3,Champions
4575,451,1,59.45,1,1,1,Lost / Hibernating
4576,340,2,51.07,2,3,1,Regular
4579,20,12,3845.68,4,4,4,Champions
4580,9,4,734.53,4,4,4,Champions
4582,346,2,362.17,2,3,3,At Risk (Valuable)
4583,18,2,161.53,4,3,2,Regular
4585,252,1,315.94,2,1,2,Lost / Hibernating
4587,72,1,524.45,3,1,3,New / Promising
4589,302,3,1581.91,2,4,4,At Risk (Valuable)
4590,189,1,44.68,2,1,1,Lost / Hibernating
4592,55,1,851.87,4,1,4,New / Promising
4593,696,1,211.06,1,1,2,Lost / Hibernating
4594,723,1,193.31,1,1,2,Lost / Hibernating
4595,504,1,150.15,1,1,2,Lost / Hibernating
4598,396,1,151.61,1,1,2,Lost / Hibernating
4599,88,2,199.98,3,3,2,Regular
4600,130,2,86.03,3,3,1,Regular
4601,104,1,1185.99,3,1,4,New / Promising
4602,514,1,38.73,1,1,1,Lost / Hibernating
4603,404,1,33.71,1,1,1,Lost / Hibernating
4604,90,2,918.37,3,3,4,Champions
4605,90,2,381.24,3,3,3,Champions
4606,295,2,1129.7,2,3,4,At Risk (Valuable)
4607,6,2,1116.25,4,3,4,Champions
4609,325,1,99.54,2,1,1,Lost / Hibernating
4610,176,3,428.7,2,4,3,At Risk (Valuable)
4616,706,1,82.13,1,1,1,Lost / Hibernating
4618,116,2,699.64,3,3,4,Champions
4620,41,5,950.21,4,4,4,Champions
4621,476,2,424.79,1,3,3,At Risk (Valuable)
4622,6,3,2324.63,4,4,4,Champions
4625,679,1,133.62,1,1,1,Lost / Hibernating
4626,74,1,93.45,3,1,1,New / Promising
4630,673,1,241.23,1,1,2,Lost / Hibernating
4631,233,1,66.34,2,1,1,Lost / Hibernating
4634,144,1,411.48,3,1,3,New / Promising
4636,48,2,143.76,4,3,1,Regular
4637,285,1,153.8,2,1,2,Lost / Hibernating
4638,323,1,558.01,2,1,3,Lost / Hibernating
4639,158,1,19.48,3,1,1,New / Promising
4640,404,1,148.81,1,1,2,Lost / Hibernating
4641,191,1,533.82,2,1,3,Lost / Hibernating
4642,78,2,194.61,3,3,2,Regular
4644,1,7,2841.77,4,4,4,Champions
4646,291,2,574.58,2,3,3,At Risk (Valuable)
4647,330,2,612.71,2,3,3,At Risk (Valuable)
4648,351,2,364.08,2,3,3,At Risk (Valuable)
4649,405,2,548.63,1,3,3,At Risk (Valuable)
4650,270,1,57.4,2,1,1,Lost / Hibernating
4651,7,1,83.34,4,1,1,New / Promising
4654,270,1,45.08,2,1,1,Lost / Hibernating
4655,19,4,993.48,4,4,4,Champions
4656,675,1,59.63,1,1,1,Lost / Hibernating
4658,143,1,26.94,3,1,1,New / Promising
4660,525,1,221.03,1,1,2,Lost / Hibernating
4661,647,1,242.21,1,1,2,Lost / Hibernating
4662,2,3,716.12,4,4,4,Champions
4663,93,1,33.14,3,1,1,New / Promising
4664,168,2,251.3,3,3,2,Regular
4665,51,4,476.85,4,4,3,Champions
4666,539,1,91.1,1,1,1,Lost / Hibernating
4668,467,1,520.32,1,1,3,Lost / Hibernating
4669,110,2,113.4,3,3,1,Regular
4670,355,1,18.93,2,1,1,Lost / Hibernating
4671,133,2,82.67,3,3,1,Regular
4672,387,1,172.19,1,1,2,Lost / Hibernating
4674,640,1,51.1,1,1,1,Lost / Hibernating
4675,384,1,59.77,1,1,1,Lost / Hibernating
4677,14,4,1996.02,4,4,4,Champions
4678,133,1,54.47,3,1,1,New / Promising
4679,40,5,1036.14,4,4,4,Champions
4680,129,1,257.13,3,1,2,New / Promising
4681,16,4,628.75,4,4,3,Champions
4682,138,2,214.22,3,3,2,Regular
4683,259,1,1052.45,2,1,4,Lost / Hibernating
4686,261,2,215.45,2,3,2,Regular
4688,114,1,793.15,3,1,4,New / Promising
4690,282,1,73.6,2,1,1,Lost / Hibernating
4692,167,1,24.99,3,1,1,New / Promising
4693,651,1,19.49,1,1,1,Lost / Hibernating
4695,204,1,11.94,2,1,1,Lost / Hibernating
4696,73,3,706.7,3,4,4,Champions
4698,383,1,238.29,1,1,2,Lost / Hibernating
4699,3,4,321.33,4,4,2,Regular
4700,463,1,317.37,1,1,2,Lost / Hibernating
4703,61,3,365.74,3,4,3,Champions
4704,184,1,88.84,2,1,1,Lost / Hibernating
4705,88,8,3032.3,3,4,4,Champions
4706,3,2,221.73,4,3,2,Regular
4710,34,6,688.99,4,4,4,Champions
4711,275,1,1096.65,2,1,4,Lost / Hibernating
4712,10,4,1389.86,4,4,4,Champions
4714,37,3,499.17,4,4,3,Champions
4717,335,1,166.25,2,1,2,Lost / Hibernating
4718,48,5,614.08,4,4,3,Champions
4720,260,1,739.16,2,1,4,Lost / Hibernating
4721,35,1,215.67,4,1,2,New / Promising
4722,19,2,324.64,4,3,2,Regular
4723,33,1,357.25,4,1,3,New / Promising
4724,282,2,434.88,2,3,3,At Risk (Valuable)
4726,24,3,126.32,4,4,1,Regular
4727,726,1,33.61,1,1,1,Lost / Hibernating
4728,308,5,405.54,2,4,3,At Risk (Valuable)
4730,35,1,190.68,4,1,2,New / Promising
4732,273,2,101.5,2,3,1,Regular
4733,296,2,97.31,2,3,1,Regular
4735,523,1,404.48,1,1,3,Lost / Hibernating
4736,245,2,314.95,2,3,2,Regular
4737,533,1,294.89,1,1,2,Lost / Hibernating
4738,96,2,980.18,3,3,4,Champions
4739,43,2,205.05,4,3,2,Regular
4740,86,2,181.45,3,3,2,Regular
4741,65,2,354.42,3,3,3,Champions
4743,116,5,1507.59,3,4,4,Champions
4745,26,3,1325.1,4,4,4,Champions
4746,654,1,146.8,1,1,1,Lost / Hibernating
4747,59,1,273.67,3,1,2,New / Promising
4748,460,1,240.28,1,1,2,Lost / Hibernating
4749,645,1,154.99,1,1,2,Lost / Hibernating
4750,576,1,186.94,1,1,2,Lost / Hibernating
4753,663,1,69.39,1,1,1,Lost / Hibernating
4754,288,1,329.66,2,1,2,Lost / Hibernating
4755,621,1,70.68,1,1,1,Lost / Hibernating
4756,475,2,1139.45,1,3,4,At Risk (Valuable)
4757,567,1,244.49,1,1,2,Lost / Hibernating
4758,205,1,83.24,2,1,1,Lost / Hibernating
4759,547,1,172.98,1,1,2,Lost / Hibernating
4761,61,3,343.21,3,4,3,Champions
4762,4,6,1070.19,4,4,4,Champions
4765,489,2,747.31,1,3,4,At Risk (Valuable)
4769,27,2,269.14,4,3,2,Regular
4770,53,2,1368.42,4,3,4,Champions
4771,165,2,392.82,3,3,3,Champions
4772,136,1,2411.52,3,1,4,New / Promising
4774,40,4,1257.46,4,4,4,Champions
4776,165,2,73.06,3,3,1,Regular
4777,41,4,1310.6,4,4,4,Champions
4778,304,1,457.18,2,1,3,Lost / Hibernating
4781,242,1,167.34,2,1,2,Lost / Hibernating
4782,103,4,866.87,3,4,4,Champions
4783,125,1,21.07,3,1,1,New / Promising
4784,76,2,899.49,3,3,4,Champions
4785,496,1,953.77,1,1,4,Lost / Hibernating
4786,65,3,1121.78,3,4,4,Champions
4787,59,2,477.11,3,3,3,Champions
4789,669,1,293.73,1,1,2,Lost / Hibernating
4790,22,1,53.1,4,1,1,New / Promising
4792,256,1,172.91,2,1,2,Lost / Hibernating
4797,7,1,21.65,4,1,1,New / Promising
4798,210,2,253.39,2,3,2,Regular
4799,349,2,230.14,2,3,2,Regular
4800,9,6,1999.1,4,4,4,Champions
4801,2,3,303.74,4,4,2,Regular
4803,220,1,31.04,2,1,1,Lost / Hibernating
4805,377,2,578.92,1,3,3,At Risk (Valuable)
4807,543,1,149.25,1,1,2,Lost / Hibernating
4808,450,1,87.85,1,1,1,Lost / Hibernating
4809,24,1,406.36,4,1,3,New / Promising
4810,1,6,1690.76,4,4,4,Champions
4812,177,2,121.83,2,3,1,Regular
4813,263,1,622.83,2,1,3,Lost / Hibernating
4814,25,2,668.98,4,3,3,Champions
4815,135,1,70.61,3,1,1,New / Promising
4816,176,1,370.43,2,1,3,Lost / Hibernating
4817,81,2,783.58,3,3,4,Champions
4818,95,5,784.33,3,4,4,Champions
4819,405,1,280.3,1,1,2,Lost / Hibernating
4821,166,1,480.75,3,1,3,New / Promising
4822,297,5,883.08,2,4,4,At Risk (Valuable)
4823,415,1,253.77,1,1,2,Lost / Hibernating
4824,101,5,1332.51,3,4,4,Champions
4827,382,2,717.93,1,3,4,At Risk (Valuable)
4829,134,3,756.98,3,4,4,Champions
4832,214,2,439.5,2,3,3,At Risk (Valuable)
4834,205,1,163.84,2,1,2,Lost / Hibernating
4835,320,2,479.76,2,3,3,At Risk (Valuable)
4836,12,2,737.16,4,3,4,Champions
4839,236,2,707.66,2,3,4,At Risk (Valuable)
4840,298,1,873.06,2,1,4,Lost / Hibernating
4841,24,2,607.47,4,3,3,Champions
4842,252,2,564.61,2,3,3,At Risk (Valuable)
4843,17,3,269.31,4,4,2,Regular
4846,25,2,419.36,4,3,3,Champions
4847,486,1,57.39,1,1,1,Lost / Hibernating
4848,466,3,675.58,1,4,3,At Risk (Valuable)
4849,378,2,870.42,1,3,4,At Risk (Valuable)
4850,536,1,222.12,1,1,2,Lost / Hibernating
4853,132,3,376.91,3,4,3,Champions
4854,271,1,244.83,2,1,2,Lost / Hibernating
4855,132,2,103.9,3,3,1,Regular
4861,69,5,512.79,3,4,3,Champions
4863,313,1,87.73,2,1,1,Lost / Hibernating
4866,431,2,241.69,1,3,2,Regular
4867,113,1,16.75,3,1,1,New / Promising
4870,142,4,642.39,3,4,3,Champions
4871,35,4,954.9,4,4,4,Champions
4873,88,1,823.13,3,1,4,New / Promising
4875,55,4,909.51,4,4,4,Champions
4876,244,2,276.54,2,3,2,Regular
4877,580,1,128.97,1,1,1,Lost / Hibernating
4878,485,1,225.28,1,1,2,Lost / Hibernating
4879,139,1,222.84,3,1,2,New / Promising
4881,262,1,491.07,2,1,3,Lost / Hibernating
4882,74,1,1327.83,3,1,4,New / Promising
4887,10,5,1990.48,4,4,4,Champions
4888,45,4,451.07,4,4,3,Champions
4889,115,2,118.8,3,3,1,Regular
4890,71,1,457.52,3,2,3,New / Promising
4893,14,3,1094.02,4,4,4,Champions
4894,371,1,47.52,2,2,1,Lost / Hibernating
4895,187,3,798.42,2,4,4,At Risk (Valuable)
4896,22,6,1505.64,4,4,4,Champions
4897,466,1,156.25,1,2,2,Lost / Hibernating
4898,267,2,676.46,2,3,3,At Risk (Valuable)
4899,447,1,21.74,1,2,1,Lost / Hibernating
4900,314,2,1169.85,2,3,4,At Risk (Valuable)
4901,139,1,118.57,3,2,1,New / Promising
4902,43,1,66.88,4,2,1,New / Promising
4903,246,1,78.61,2,2,1,Lost / Hibernating
4904,200,3,275.69,2,4,2,Regular
4905,1,2,939.63,4,3,4,Champions
4907,135,4,1944.58,3,4,4,Champions
4908,33,3,504.98,4,4,3,Champions
4909,677,1,33.05,1,2,1,Lost / Hibernating
4910,139,2,406.33,3,3,3,Champions
4911,667,1,92.55,1,2,1,Lost / Hibernating
4912,79,2,190.21,3,3,2,Regular
4913,75,7,1686.53,3,4,4,Champions
4914,324,1,93.14,2,2,1,Lost / Hibernating
4917,12,2,491.98,4,3,3,Champions
4919,43,4,1030.49,4,4,4,Champions
4920,20,1,58.14,4,2,1,New / Promising
4921,51,3,876.2,4,4,4,Champions
4922,77,4,595.02,3,4,3,Champions
4923,100,3,725.94,3,4,4,Champions
4924,726,1,62.17,1,2,1,Lost / Hibernating
